texto,respuesta
"Yeah that army in Vienna unnerves me a bit, not going to lie.",1
I thought you and England were coming for me and you didn't respond to my messages lol,1
I tried,1
"Okay. No worries. That’s my bad for not responding. I’ve been out of town for a week with work, so I haven’t been playing as intently (working 14 hour days 😵)",1
Yikes I hate that,1
Yeah dude. Basically slept all weekend,1
Where do you work?,1
AEI - didn’t you say you used to work at a think thank?,0
Oh shit yeah,1
Sorry I talk with too many people are sometimes forget.  Where were you travelling?,1
No worries! I was helping run a conference in Charlotte NC,1
Who was there?,1
That's awesome!,1
"Thanks man. I would prefer to not get into the details of it if that’s cool, it was a semi-private event.",1
"Sure, no worries.",1
"I just finished lunch break, but we can talk this evening",1
Sounds good man. Looking forward to it.,1
"Need to sleep, sorry about the wait. Can we confirm?",1
No worries,1
Confirm what exactly?,1
That I don't hate you and vice versa :),1
That would be a good start,1
Would love to talk about a takedown of England here though,1
Yeah for sure,1
Happy to listen 😃,1
Can you get your units in position for takes of Norway and STP? That's two SCs for you and I can help you with Warsaw in the fall goes well and we adhere to our agreements,0
"Idk. I’m not looking to expand past Warsaw and Paris this turn. Not trying to pick an unnecessary fight, forcing me to defend more territory than I have units to do so successfully",1
I'm not sure you're getting Paris from how England was talking,1
"WhAt did he say,",1
I asked him what he thought about you and he said he was nervous you were getting too big and you may need to be slowed down,0
"Norway isn't much of a stretch and you'll be weakening England here, your only real enemy",1
If I hit england than I have to defend my entire northern theatre. I can take two more SCs this turn without kicking over any logs.,1
"Except for me and England.  You're going to get too big for comfort, and the continuation of your working with England is a threat to me",1
"You're already making the both of us nervous, and you wouldn't want to push it",1
"I prefer to stay neutral between the two of you, and Italy for that matter.",1
"Right, but it's about how people percieve you.  You can take all the neutral centers you want, but the larger you are, the bigger the threat you are. England and Italy and I feel the pressure already.  I don't have a problem with you yet, but you need to turn on England here, as the chance of you two working together will require both Italy and I to stop what we're doing and respond to the threat you two pose",1
I'm trying to share this in your best interest,0
"If I’m not mistaken, we have the same number of units?",1
I don’t tell you to lay off Turkey.,1
Or to go after Italy,1
You're in a better position right now.,1
And you have free available centers- two center jump,1
And no true enemies for this one turn,1
All those add up to make you far more dangerous.  It's not just about SC counts,1
That’s true. I’m trying to keep it that way (no enemies).,1
I really do appreciate you being honest with me.,1
"Right, but you'll go from 0 to 3 if you misplay this one.  This is critical. I really want to see you succeed here and our central triple to remain intact. I've put a lot of work into this one",1
"I suggest managing your front so you have just one enemy in front of you, rather than 3 on all sides",1
:) I'm glad,1
Is there a way you can be comfortable a move set that doesn’t involve turning in England? He got spoked that I accidentally went into Ska.,1
He needs to be spooked.  Where do you think that army in LVP is going this turn?,1
In Edinburgh?,1
It's not going south,1
Right it’s going Norway,1
"It's convoying across to Norway, and after that either through Scandinavia or into Russia. Warsaw will be the first SC he takes back",1
That army is a recognition of the threat you pose. Please please please realize that,1
"While you're being nice to him, he's planning his attack",0
You think he’ll turn on me?,1
That army can go nowhere but against your border,1
It would be one thing if he was moving on a defenseless France,1
"But it's not, he's headed North",1
That's your domain. You need to start defending and thinking long term,1
I’m going to remain neutral this turn but I will revisit in the fall based on how my neighbors move.,1
Jesus.  I'm already moving against England this turn.  This is so frustrating to me. I'm trying to help you out and you're going to start hurting the both of us,1
Look at the board and see the moves being set up,1
He will have his front against you far before you'll be able to react to it,1
"I hope that does not imply and bad blood between us, I just have to be up early tomorrow. If he moves against me or does something looking suspicious I’ll revisit it tomorrow.",1
"Well, I'm clearly wrong about England, but I still think it's the wrong moveset",1
You still there?,1
"Yes, hey!",1
Should we make the 10 pm chat a regular thing? 😂,1
Hahahah,1
"Little late for me, ready for bed",1
I'm in bed. The last chat killed me last night lol,1
But I felt too strongly to let it go rip,1
"Lol no worries- what’s going on tn? I don’t have any interesting moves set, just defense",1
"I hate to sound like a broken record, but you can take Norway here with literally no repercussions",1
Btw rumour has it that you’re a nationally ranked player... is that so?,1
Do you know what England is doing with Moscow?,1
But that's your call,1
"Not interested, sorry.",1
"Not for certain, no.",1
Don't trust water cooler talk :),1
Is that a no?,1
I've played a lot of Diplomacy and run a top Diplomacy site.  I'm sure there are better players than me out there,1
Makes sense!,1
"In a perfect world, you would talk Moscow at no cost to yourself, just to cut a potential support",1
Can you find out what's going on with Moscow? I would really not like him to hit Sev,1
I can ask. I sent eng a couple messages in the last hour and haven’t heard back :/,1
I have too.  Would you be open to tapping Moscow for me if you don't hear back?,1
"Because I'm not hearing back from England, I may take Moscow here so I don't lose a center to Turkey.  Hopefully this gives you the ammunition you need to go after England yourself",1
Thoughts for this turn?,1
I think you can win or lose on this one right here,1
How’s that?,1
"Not sure how long we're playing or if you're looking at stalemate lines, but you're pretty damn close to the NS stalemate line and the board lead",1
Too close for comfort ❤,1
😉,1
So what are you saying?,1
I'm not telling you how to win 😂,1
"I don’t see how I am going to win? I’m in the center of the board. You are almost as strong as me, and will be stronger once you destroy turkey.",1
"Turkey isn't going down any time soon, even slower if the two of us can't work something out tonight and I have to move back up nothing",1
"Also, you've discovered the golden Diplomacy trick, just insist you're not strong and hope others believe you",1
What would it look like for us to work something out?,1
back up north*,1
"It depends.  Your builds aren't particularly friendly towards me or England, and I think he's finally spooked",1
I don’t blame him.,1
So we can start with that.  What is your intention with the two army builds?,1
I’ll be honest it’s not madly thought through,1
I can’t go north,1
I can’t go anywhere,1
All I can do is scare the pants off everyone,1
You managed 😂,1
I've been in conversations all day,1
Anything interesting?,1
Mostly England asking me to pull off Turkey and move North against you,1
THat was the most substantive,1
Is that true? I’m not sure if I believe that. Are you baiting me into attacking England?,1
"I can't share screenshots apparently, but that's true.  It's not just ENgland",0
"You and I are the big players here, and Italy asked me to do the same",0
"So why don't we, as the big players, take control of ourselves",1
"and run the board the way we want, without the undue influence of the other players",1
I mean... I could be interested but I need some clarity,1
I’m weary. Frankly I understand you are a very gifted player and I’m nervous about my odds of winning a one on one versus you.,1
"I've been talking a lot and have a vision of the board that you don't seem to buy into.  Why don't you start with sharing your perfect setup.  Obviously it's a win, but where do you pick up your centers?  We don't have to be at odds here.  If I win, it's because I take out Germany and Italy.  What is your ideal scenario?",1
I'm gifted because I spend time on conversations like this.  Most players don't.  The moveset of Diplomacy is pretty simple.  Akin to checkers.  I'm terrible at the Cold War 1v1 varient 😄 ;D,1
Hmmm,1
You’re also a verrrrrry smooth talker,1
For all I know you’ve already set up a massive plan to attack me,0
"Hey man, I’m gonna be away from my phone for 30 min",1
You far overestimate me [redacted] lol,1
Who is this?!,1
hmmm ok.  Moves process in less than two hours,1
Wait a second,1
Woah,1
You just dropped a big thing there,1
"The point is, you can trust me",1
NO I CANT?!?? I have no idea who you are lol,1
And you know who I am,1
That’s like literally the opposite of trust lol,1
Faith then,1
Idk anyone who lives in Maine or works at Hudson,1
This is legit creepy not gonna lie,1
*worked at Hudson whatever,1
This is having the opposite effect,1
"I didn't work there, I was an intern",1
The point is that we need to work something out asap.,1
Yes definitely,1
I mean if I knew who you were then I would feel much more comfortable and far more likely to work something out,1
You talked it Italy,1
you talked to Italy lol,1
Yeah dude I’m so freaked out rn,1
That's what Italy just said lol,1
Idk who else to talk to this is like actually freaking me out,1
Like irl,1
Like I’m really freaked,1
Dear God.,1
This is kinda distracting.  You'll find out who I am after the game,1
Dude but you know who I am RN,1
like wtf,1
How long have you played Diplomacy?,1
Definitely not used to being like doxed online lol,1
I mean like I’ve mostly played gunboat so I’m not used to the this dynamic,1
I hope you are like a buddy of mine IRL so we can laugh about this in a week but rn I’m just like WTF,1
"You're not being doxed, you don't have to worry",1
It’s like okay dude but it doesn’t feel chill to me that you have a face to a country and I don’t,1
Do you actually know me IRL or did you just like figure out who I was through tracing an email address or something?,1
This is kind of a waste of our time.  We can laugh this off when the game is over,1
goddammit,1
Idk man it’s just like,1
Kinda Erie from my POV,1
who knows I might not like you IRL,1
Lmfao,1
Or you could be a close buddy idk,1
But either way,1
I HATE the dynamic of you knowing who I am IRL and me being in the dark,1
"You'll know my real name and all kinds of shit about me later, let's play the game right now",1
Yeah dude I’m sorry but that gambit really backfired,1
"I want to work with you here, let's start with that as a building block",1
not it didn't,1
It fundamentally creates an uneven and uneasy dynamic between me and you.,1
I DO NOT feel comfy with it.,1
I know,1
This has happened to me before,1
"Sorry. I’m sure you’re a great dude but I don’t like this. It definitely did not create trust, just totally broke it.",1
How long have you known? How did you know? Who are you irl?,1
Now these thoughts will supersede any thing you say,1
Sorry,1
We didn't have trust before.  You thought we had trust.  This is foundational to the mirage of Diplomacy,1
And now you understand,1
"When you call me a good player or a smooth talker, you know nothing about me or my gameplay style",1
"So now that we've broken the pieces, we start from the beginning",1
I have to run now.  This was a very frustrating end to a good day,1
Sorry man but you brought this on yourself,1
I'm a little surprised you're surprised.  You put your name publicly on discord and shared what you do for work and where you are on any given weekend,1
I could have found out your name in three different ways,1
Hopefully we’ll laugh about this in the future,1
Not nearly as creepy as the guy that looked me up on facebook and knows my girlfriend's name,1
ok,1
Someone in this current game?,1
No,1
Nobody has the capacity nor cares enough to dox you man,1
"Sorry bro, you made a calculation and you were wrong.",1
I don't believe I am now,1
"Maybe this was all part of your plan. Idk, idc.",1
You’re really smart and whatever idc,1
I needed to flip your mindset a little bit,1
But I didn't plan for you to be this freaked out,1
So I do apologize for that,1
It’s cool. You must not know me that well IRL,1
"Diplomacy is all about trust.  The beauty about it is that you can't trust anyone.  All anyone can do is spin a web and make assumptions about people.  You were trying to do that to me earlier, it seems, without realizing it",1
Did you request it?,1
Nope just as surprised as you are,1
Wonder if England did,1
Possibly,1
Are you moving south here?,1
Any final thoughts?,1
"Got to finalize some plans myself, just checking in",0
I can support you into Rum here if you want.  I'm holding my northern line so don't bother taking it out.  However it may benefit you to move against T here,0
You there?,1
Yeah,1
thoughts?,1
I’m not interested man. Sorry 😦,1
Hey Russia - how’s it going? Excited for this game!,1
Hey Germany. Should be a great game. Been a while since I’ve played Diplo. Are you going North to England?,1
Me too tbh!,1
I’m keeping my options open at this point,1
Hbu?,1
I’m hoping to get along well with you and England and focus on France. I think the three of us need to get in front of things and envision what Scandinavia looks like in two years,1
I honestly don’t know what the heck France is doing to not even take Spain with their first turn one. That seems like a pretty obvious move. I would like Sweden for another supply center. You can take Norway. I may need to protect my southern flank more from Turkey who could cause problems.,0
Are you going into Ber in the fall?,1
No. I’m holding in Prussia to protect my East flank.,1
I don’t want to fight you and would much rather have peace so I can focus on expanding west. But based on the location of your armies I don’t think I can let you take an additional supply center without concrete assurances.,1
"I’m moving from
Prussia back to Warsaw. I expanded East too fast and I need to deal with Turkey in the South. I understand if you want to bounce me from Sweden this turn but if you don’t I can more easily deal with my problems in the South and direct my attention away from you to the Balkans.",1
What will you do with the Lvn army?,1
We still have an hour. I can be open to letting you take Sweden.,1
Shit. I’m pretty screwed now. Disbanding my Prussia Army so you don’t need to worry about me. Need to beat Turkey back to stay alive.,1
I’m sorry man. I should have trusted you but I was spooked by the two army’s near me. I hope you understand.,1
Yea I understand. Don’t blame you. Blame myself for moving east too fast really.,1
Turkey asked me why your army in Ber halted. What do you want me to say?,1
Think you have to worry more about England right now. I’m going to be locked down in the south trying to deal with Turkey. England can eventually take Sweden unless you support me moving there. Then you can block England from getting it and it gives me some life in my fight down south with a new supply center. Otherwise I’m not gonna last very long most likely and you’ll be dealing with England by yourself.,1
Yes. Happy to let you move into Sweden. What should I say to Turkey about you not going into Ber?,1
Are they still asking about that? Just say I decided not to in the end and thought you were defending it anyway.,1
May need you supporting me from Finland moving in or I’ll just get bounced from UK. Not sure though.,1
I’m open to it but don’t want to commit just yet,1
Pretty down tho,1
Not going to really be able to do much with that fleet this spring anyway,1
Yea ok. Fucking Turkey....,1
I just want to make sure me and France are on the same page before I go all in against England.,1
That situation is difficult to figure out as both sides vacated the British channel which is usually contentious territory from turn 1 which makes me think they’re secretly working together.,1
You’re probably right here.,1
You’re not going to do well if you’re being attacked from the north and the south. How about you give me Sweden and I’ll lay off you for the game?,1
I’m about to lose anyway.,1
Yeah I feel. I decide not to bounce you anyway. I’m going to try to take Norway from England if that helps any.,1
"Would you consider supporting me into Norway? If I take it, I can force England to disband one unit, which I  imagine would be it’s far flung stray, St. Petersburg",1
Yea sure.,1
Support your unit in Denmark?,1
Nah the fleet in SKA,1
Gonna have Denmark defend,1
Let me know you saw this,1
"Long term, I think the best I can do for you is let you keep sweden so you can move your fleet and try to reclaim stp",1
Then you can potentially recover a build and stay alive,1
"Many of the other players seem to have written you off for dead, but I am down to do what I can to keep you alive.",1
I’m dead. Think Austria is going after Warsaw next turn.,1
"Yeah. I may have to ally with england to stop Austria. Apparently, he is the top ranked player in the world.",1
Can you still support me into Norway from SKA?,1
Negotiations with england are stalled.,1
Hey - are you online?,1
Am now. Had to retreat from Sweden.,1
Yeah man tough break,1
Hey England! Looking forward to this game. How are you this afternoon?,1
Hello there. I’m doing well although it’s the evening here on the east coast. Wondering where you stand with France and Russia. Will you bounce Sweden? Has France spoken to you about Belgium?,1
East coast for me too 😴,1
France reached out to me but I haven’t responded,1
Still determining my plans! I haven’t locked in any moves yet. Where do you stand with France?,1
We agreed to bounce the channel but they weren’t much more communicative than that,1
France asked me to bounce bur but I haven’t agreed to it yet. That’s all we’ve communicated,1
A lot of players are not very responsive,1
Where are you based on the East Coast? I work in DC but I’m from Philly originally,1
I’m in Boston but I live in SF. Originally from Boston. My work takes me here for about 1 week a month.,1
"You’re so lucky that your job lets you go home. I try to get back to philly once every 6 weeks or so, but I have to use my weekends for it.",1
I’m actually going to be in Palo Alto in August! I’ve never been in those parts before,1
Hey England! So we have a good deal to chat about. Are you planning to go into Hol? Nwy?,1
Definitely gonna be taking Norway. Haven’t decided if fleet or army yet though. Are you going to bounce Russia?,0
I’m gonna grab Belgium. Are you taking Ruhr or Burgundy?,1
Ruhr and Hol probably,1
But I’m not 100% sure,1
I might move Mun to Ber to protect from Russia,1
Hey there. What do you think about pushing further into France with me and Italy?,1
Hey! I’m open to it. What are your thoughts on Sweden?,1
Russia is asking me to support him into Sweden. I’d prefer if you just continue to bounce him out. So I can grab St. Pete. Then you can have Sweden.,1
Sound like a plan?,1
Hello,1
"Hi, there",1
Was that a friendly hello before the stab? Did you have something you wanted to discuss?,1
Yeah I mean I hadn’t really heard from you so wanted to reach out.,1
I would like to work something out with you. We both have a common rival in France at the moment.,1
The last message before your hello was me asking you to help me against Russia. I hadn’t really heard from you. Not the other way around. Did you not receive that message? We should talk to the admins if so,1
Would you be willing to support me into Paris?,1
Yes and I responded. Did you get my response?,1
I did not,1
Hmm. Maybe it was when things were glitchy?,1
I’ll message the admin. Well what did you say?,1
I would screen shot but I feel like that’s against the rules of the study,1
“He’s asking for my support too. I’m not committal. I’m open to it because  he didn’t screw me in Ber last year.”,1
That’s why I stayed out of it,1
"Ok, let’s turn this partnership around.",1
Russia is a goner.  Austria is the next biggest threat once we deal with France.,1
Can I count on your support into Paris?,1
No I have the unit committed to supporting Italy,1
"Ah, ok. I’d like to avoid losing a dot if possible. Looking unlikely I guess.",1
"Well, that’s not true.",1
Maybe if I manage to hold Norway.,1
You should grab Sweden.,1
Just making sure you got my messages.,1
Yes sorry,1
I’m taking to Italy about how we split up France.,1
Any suggestions?,1
See I don’t know what I can realistically get out of that scenario.,1
Well you already have Belgium and Holland. Paris is all yours.  Italy can have marseille and Spain and I can take Brest and Portugal. What do you think of that? Then we all head east to face Austria and turkey.,1
That is if Austria doesn’t stab Italy first,1
And you don’t stab me,1
You heading east goes right through me tho.,1
"No, I plan on going through Russia. I want to land in Scandinavia and move from there.",1
I need an ally near me. Russia is obviously out. The only other option at this stage is France or you. France has been very uncommunicative so I’d like it to be you.,1
I feel the same way.,1
"I have one additional term. I need control of the North Sea. If I have the North Sea, I can move my units  in Denmark Holland and Belgium away to focus on supporting other offences. I can’t risk being knifed in the back and cannot keep three units defending against the North Sea to feel safe.",1
I’ve heard that Austria is one of the top ranked players in the world. Did you know this?,1
I didn’t know that.,1
I can’t leave the North Sea open for two reasons. The first is the same concern as yours. The second is I’ll need it to convoy troops.,1
"Could you convoy through the channel? You would have my support. and I don’t mean open, I mean mine.",1
I guess I could convoy via Norwegian Sea but I still have the same concerns that you do except they’re my home centers!,1
1. I don’t blame you for a second,1
You are also in a very strong position with 2 fleets in the north.,1
2. I’m attracted to this alliance because I do not want Austria to win. It would be so lame if we all lose to the top guy.,1
It can work but we just need to keep each other in check.,1
Yeah. If one of us gets too weak it becomes tempting. England- Germany alliance are very difficult.,1
Austria is going to get two builds. It’s unlikely peace can hold in the east.,1
"With you in the North Sea, I feel like I can’t leave Denmark or Holland undefended. But I understand with me there you will feel the same about Edinburough and London.",1
Do you know if Italy is going to try and take Smyrna?,1
I don’t.,1
You’re correct. While it would be nice to be able to move those units east. Let’s try and make it work with you staying there.,1
"I’m not on board with that. I can just have two units sitting around doing nothing just to be your pal, no offense.",1
So we let Austria roll?,1
Because it will be a grind between us while Austria gains momentum,1
Yeah but sometimes you have to take those kinds of risks.,1
What about a demilitarised North Sea. We agree to leave it open.,1
I’m way more amenable to that,1
"That way, I think we both get what we want.",1
Which is basically trust but verify.,1
But starting next season? I need to convoy into Norway this season.,1
Will you be taking Sweden?,1
Kinda depends on what we finalise here,1
"I mean I can. Russia knows he’s done, that would just be a final nail in the coffin.",1
"Ok, I’ll be convoying into Norway this season. Next season I move into Norwegian Sea or channel depending on frances moves.",1
Do you think Italy can be pealed away from Austria?,1
That’s gonna be a question we’ll have to face later. I have no idea now.,1
All Italy cares about is France right now. No clue what his future plans hold.,1
Makes sense. He’s a good player. How long do you see these terms holding out? Does Paris still go to me?,1
"This strategy leaves me little room to build outside of heading east, which is my concern.",1
Yes you still get Paris,1
I’m not really sure. I hope we can can see this to the end.,1
Ok,1
For the record,1
I talked to Austria,1
And he was trying to talk me into attacking you,1
Taking the North Sea right now,1
Basically just knifing you while I “have the upper hand”,1
He’s talking to me to about going after you,0
No shit,1
What’s he saying?,1
Lol,1
So that’s why I feel like we need to make this deal.,1
But perhaps we can be even more clever.,1
He’s saying that I need to work with France to make sure you don’t get too strong,0
How can we be more clever?,1
Basically we have to agree on a strong alliance first,1
Before we can start playing 4d chess,1
"Italy is a nice guy, but as far as I see he is going to be an Austria puppet.",1
You know I’m all in on it,1
I agree,1
Hell yeah,1
"I think a simple move is to string Austria along as long as possible, without raising suspicions of an Anglo-German alliance.",1
This way we can get as much intel we can,1
"I think I can say I took sweden instead of the North Sea because I wanted another build, maybe he’ll think I’m a noob, I don’t know any better, and will only be moderately suspicious",1
But how do I know you’re actually in and not just playing me?,1
Hello? I’m already nervous you’re like reporting all this to Austria haha,1
Sorry,1
I’m FaceTiming with my gf and she gets kissed when I click over to discord,1
We are 100% on,1
HAHAHAH dude I’m about to ft my gf too.,1
So you understand,1
Okay. I’m going to trust you. A ~radical~ thing to do in this game.,1
Of course bro.,1
Let’s take down Austria. I’m gonna tell Italy that we are iffy and have some trouble in case he’s reporting to Austria,1
"Basically just to be clear, I see this as a long term alliance to stop Austria. From my POV, it’s not about me or you winning ourselves but about having someone other than this top ranked player beat all of us.",1
Hell yeah.,1
100%,1
Also honestly this will be more fun if you’re working together like total hand in glove with someone,1
Plus think about the diplomatic advantage of us being able to triangulate intel,1
Good looks with Italy,1
Hey man what’s going on with your supporting order into bur.,1
Complete oversight. I had my orders like that before we came to our agreement. Between talking to you and Italy and Austria AND my gf last night I forgot to change them up. My bad.,1
That’s why there was a useless support of North Sea as well,1
I should have moved London to the channel,1
"Okay no worries at all. I’ll take your word for it totally, but it kinda put me on alert that’s all.",1
And yeah like 45 minutes before the turn ended I still had my dudes invading Norway lol so no sweat.,1
"Basically no harm done, but like if you do fuck me, instead of my mission being kill Austria it’s gonna change to you lol",1
Def don’t wasn’t that tho,1
*want,1
Absolutely. I’m still team kill Austria (and maybe Italy),1
I’d love to peak Italy away from Austria but there’s only so much we can do,1
*peal,1
"I’m gonna be super busy tomorrow so down to tan through some moves now. I would love to pick up Warsaw and Paris this turn, so I can have the strength to blitzkrieg into Austria",1
Gonna need your help with nonaggression in the North Sea. Can you move your fleet to the Norwegian Sea next turn?,1
There’s definitely going to be a target on my back,1
Any interest in supporting me into Paris,1
I’m about to take off for a flight and probably won’t land before adjudication. I’ll support you into laris and move from the North Sea but I need builds.,1
Clutch thanks!,1
I can help where needed,1
Actually I can’t support,1
I need that to move on Brest,1
But I will move from North Sea,1
I’ll support you in next season,1
Taking off. God speed.,1
Hmm. Maybe don’t move North Sea. Might spoke Austria and Italy,1
This is gonna be awesome,1
Oh shit,1
Do you think France will retreat to the North Sea if you take the channel???,1
That could fuck up everything,1
"Additionally, IF and only IF you feel comfortable with it, I’m happy to move my fleet into position to help you with the battle of the channel and to try to rout France from slipping into the Irish Sea or worse the Norwegian Sea. Russia is going to lose that fleet next turn I’m assuming so I literally won’t have anything to do with my two fleets. If prefer to use them to help you in the west and to potentially convoy your units as needed.",1
I would also talk to Turkey about what is going to happen in Moscow.,1
Damn I wish we could call people rather than text but hey whatever,1
"It’s going to be hard to pull Italy away from Austria. We have to really strategize how we pull the ultimate stab. We should gently work on loosening Italy from Austria, but be prepared in case that doesn’t happen.",1
"Also no worries at all if not, but if you could support me into Paris that would be dope. No worries if you can’t at all!",1
"Let me know if you’re cool with me temporarily putting my fleet in ska in the North Sea to block off France. France retreating their will screw things up big time. I have it set to move there right now, but I’ll call it off immediately if you tell me to.",1
"Yeah, I’m pretty uncomfortable with you in the North Sea.",1
Let me think for a sec,1
We can bounce North Sea.,1
I’m game. That serves the same end,1
It means I don’t force channel though,1
Right that was my thought too.,1
I guess it just has to be that way.,1
Can you move ska to bal?,1
I mean den,1
Ska was gonna bounce the North Sea,1
"Yeah, I’m dumb",1
Did you work out Warsaw with Austria?,1
I mean he’s not protesting me going after it but in all likelihood I won’t get it till spring,1
We kinda need to make a big play in spring 1905 before Turkey is totally destroyed,1
Will he support you in?,1
Turkey is supporting me into Moscow in exchange for support in sev.,1
Why did you move to ska?,1
All that does is threaten Norway needlessly,1
Accidental move,1
"I mean to go bal, but it’s kinda inconsequential to me. I really don’t have anything for those guys to do.",1
Except threaten me,1
But yeah I don’t blame you for feeling suspicious,1
Yeah dude really total oversight. I’m committed to this alliance.,1
How can you rectify it?,1
If you’re scared I’m happy to set something you like as good faith but I think I’ve been pretty accurate to my word,1
Gez man,1
Whatever you want I literally have nothing to do with these units,1
I get it tho I felt the same last turn but like I don’t want these kinda things to totally throw us off. I’m  banking on you help stop Austria and definitely have placed my trust in you,1
12 hours days,1
I’m at a conference for work and can’t really pay too much attention to this rn,1
But like in sort,1
I’ll do what you want,1
But I don’t like this tone of “how will you rectify” like I don’t want any tension here,1
"Ok, fair enough. I had one of those days too. It’s a suspicious move but as long as we can figure out a way to get you back in Denmark we’re cool.",1
I’m totally game.,1
"And like I said, no hard feelings here either. I think we’ve both really committed to working together and so we’re hypersensitive to getting stabbed",1
"Here’s my orders as they are set right now.
Bur>Par
Hold in Bel
Kie>Ruh
Ber>Pru
Sil>War
Ska>Den
Hold Sweden",1
"Honestly it might be best to make a habit out of sharing and confirming our movesets to avoid problems like this. That way if there is a stab, there are no two ways about it.",1
"Another thought - maybe, we agree that if we want to break the alliance after Austria is subdued we have a one term armistice so we can regroup and prepare, once again to reduce risk of stab",1
"F BAR - NWG
F Lon - NTH
A Pic - Bre
A Stp - Mos
F Wal H",1
Building an army in Edi so I can convoy to Norway. Going to push on the channel from North Sea.,1
"If Russia is smart, he’ll disband Warsaw because it’s dead no matter what. That will be annoying for st. Pete but we’ll see.",1
Austria is nervous of you. He’s asking me to not support you into Warsaw. I’m playing very coy. Happy to support you in but if you think we can use this for some duplicity why it try? I could tell him I’ll help him out to keep him on my side for now. He sees that you will be “pointlessly moving east.” And you are a “poor player who doesn’t deserve Warsaw.” Clearly some threat there.,1
HAHAHAH now I really want him dead,1
"Like why a dick? Does he think that we want his respect because he’s some highly ranked dude? BS. As long as he loses, I’m happy.",1
*what,1
He messaged me that he’s confused why I won’t move on england,1
He just messaged me asking me to “talk tonight.”,1
Whatever that means.,1
I hope we can troll him good,1
Good to know. Me too!,1
Austria is trying to convince me that you will attack me lol,1
He’s committed to joining forces against you. I’ve stayed silent.,1
Thanks man.,1
Could you support me into Paris? Once I’m there I can support you on the coast.,1
Sure,1
Thanks man! Much appreciated. How did your chat go with Austria?,1
Hey man how’s it going?,1
Austria is telling me things you apparently said about me,1
Trying to provoke me to attack you.,1
I haven’t said a word to him,1
Keeping him in the dark,1
Smooth.,1
"Ok, now he’s trying to convince me that the only place for expansion is through you. Are you not planning on moving on him? I’m surprised you didn’t move into Munich.",1
I’m moving on him in the spring after I get my two new builds. I don’t want to arouse too much suspicion before the blitzkrieg,1
So the plan is army in Munich and army in Berlin? Will you support pic into Brest?,1
"Yes, I’ve already set my orders to do so.",1
And yes army in Mun and Ber,1
Still wanna share orders?,1
"Yeah for sure. Especially if we’re going to turn on Austria soon, we should be coordinating clearly",1
Have you been talking to Italy or Turkey?,1
I’ve been talking to turkey but he realizes he’s donezo,1
Don’t be tempted by Austria. He’s a smooooth talker.,1
"F ENG S NAO - MAO
A Mos S Arm - Sev
F NAO - MAO
A Pic - Bre
F Wal S Yor - Lon
A Yor - Lon",1
"He sure is. And Turkey can’t win, but he will still be alive and potentially able to recover some builds when we hit Austria.",1
"A Bel - Ruh
A Bur S Par
F Den - HEL
A Par S Pic - Bre
A Sil S War
F Swe - Den
A War H",1
Who are you supporting in Sev?,1
"Any chance I can count on Warsaw to support Moscow? Also, we should block frances retreat in the North Sea.",1
I was supporting Armenia to sev,1
Nice. I think we should protect the north seas because a rouge french fleet will be a big distraction from the Austria front.,1
Updated my orders. I’m now supporting you in Moscow.,1
Italy is telling me that you and Austria will team against me in Warsaw. I think this is Austria trying to bait me into acting against you or him.,1
I’m going to bounce France out of the North Sea baring protest from you. I will remove my fleet from the North Sea once it is not needed to protect from France.,1
That’s cool with me. We have to stay strong. I won’t be flipping,1
"A Bel - Ruh
A Bur S Par
F Den - NTH
A Par S Pic - Bre
A Sil S War
F Swe - Den
A War S Mos",1
My updated orders,1
I need some strategy help,1
I needed to convince Austria not to take Moscow. In told him I wouldn’t support turkey into sev if he didn’t take Moscow and then we could talk about moving against you. The truth is I still plan on supporting turkey however I don’t have much of a plan after that. We need more armies up north.,1
"I just realized that for that to work, Warsaw needs to hit Ukraine",1
Is that possible?,1
"Geez, so many moving parts here.",1
If I don’t hear from you 5 minutes before adjudication I’ll just hold Moscow and deal with turkey and sev next year.,1
Hey just got out of a meeting,1
Glad to hear from you,1
"My fear is that by hitting Ukraine, I provoke Austria and become the aggressor. That makes it unlikely we can convince Italy to stay neutral. At this point, I am almost hoping Austria attacks me in some way so I can claim retaliation and blitzkrieg",1
"Just read my message from Austria, he is thinking about taking Moscow.",1
He said “because I am not hearing from england...” this was 9:05 am est so I assumed you have hammered it out since then.,1
*assume,1
"Unless he stabs, yes",1
"Sweet. IF he does stab, then we have an excuse to invade.",1
I’m not going to try and convince you to move against Austria if you don’t want to. I do think however that if we can knock him out of sev we are on a much better strategic position. I’ll plan on holding Moscow unless you say otherwise.,1
What can I do to knock him out of Sev on this turn?,1
I totally agree. There is nothing I rather do than deny him another build.,1
But I don’t see how I can possibly stop him this turn. I had the same conversation with Turkey.,1
You hit Ukraine. I support Armenia into sev. Black supports Armenia,1
Damn this is a tough call.,1
Well you let me know what you want to do and I’ll plan around it. It’s all up to you.,1
"Maybe it’s time to just go ahead and make the first strike. I alert him to my intentions, but deny him a build, which is far more important.",1
"Still, the trade off is now he will be able to move against me in spring 1905 and that might be a big advantage.",1
"But your builds will protect against that, no? Don’t forget that by doing this turkey is still a contender",1
"So with this move, his army in sev is forced to disband",1
Right,1
So do I hold or support?,1
"If I hit Austria, what does our spring 1905 strategy look like?",1
